All Cases,0100264-67.2019.5.01.0014.pdf,0100112-05.2019.5.01.0051.pdf,0010058-90.2013.5.01.0022.pdf,0100214-84.2019.5.01.0226.pdf,0100204-91.2019.5.01.0015.pdf,0100347-97.2019.5.01.0074.pdf,0100348-82.2019.5.01.0074.pdf,0100418-82.2019.5.01.0015.pdf,0100383-18.2019.5.01.0082.pdf,0100201-30.2019.5.01.0018.pdf,0100518-40.2019.5.01.0014.pdf,0100089-65.2016.5.01.0471.pdf,0101344-41.2018.5.01.0066.pdf,0100115-41.2019.5.01.0024.pdf,0100236-30.2019.5.01.0037.pdf,0101335-79.2018.5.01.0066.pdf,0100378-20.2019.5.01.0074.pdf,0100013-59.2019.5.01.0043.pdf,0010075-75.2013.5.01.0039(1).pdf,0100250-17.2019.5.01.0521.pdf,0011328-06.2013.5.01.0005.pdf,0100064-73.2019.5.01.0042.pdf,0100124-23.2019.5.01.0082.pdf,0100205-93.2019.5.01.0074.pdf,0100225-08.2019.5.01.0067.pdf,0100364-53.2019.5.01.0521.pdf,0100131-11.2019.5.01.0051.pdf,0100224-93.2019.5.01.0076.pdf,0010231-68.2013.5.01.0005.pdf,0100338-59.2019.5.01.0067.pdf,0101240-48.2018.5.01.0034.pdf,0100116-66.2019.5.01.0043.pdf,0100066-09.2019.5.01.0021.pdf,0100075-32.2019.5.01.0033.pdf,0100413-55.2019.5.01.0049.pdf,0101302-07.2018.5.01.0061.pdf,0010936-66.2013.5.01.0005.pdf,0100121-72.2019.5.01.0501.pdf,0100292-84.2019.5.01.0030.pdf,0101346-58.2018.5.01.0018.pdf,0100346-40.2019.5.01.0001.pdf,0100034-39.2019.5.01.0074.pdf,0100060-70.2019.5.01.0063.pdf,0100123-86.2019.5.01.0066.pdf,0100175-31.2019.5.01.0471.pdf,0010071-43.2013.5.01.0005.pdf,0100109-51.2019.5.01.0471.pdf,0100121-68.2019.5.01.0082.pdf,0010548-67.2013.5.01.0037.pdf,0100085-07.2019.5.01.0056.pdf,0010859-60.2013.5.01.0004.pdf,0010687-18.2013.5.01.0005.pdf,0101096-19.2018.5.01.0020.pdf,0100061-40.2019.5.01.0068.pdf,0010696-45.2013.5.01.0242.pdf,0100259-84.2019.5.01.0001.pdf,0100506-43.2019.5.01.0073.pdf,0100352-25.2019.5.01.0073.pdf,0101696-22.2017.5.01.0005.pdf,0100262-09.2019.5.01.0011.pdf,0100308-50.2019.5.01.0026.pdf,0100240-56.2019.5.01.0073.pdf,0100353-54.2019.5.01.0026.pdf,0100014-17.2019.5.01.0052.pdf,0100123-64.2019.5.01.0041.pdf,0100136-46.2019.5.01.0079 (1).pdf,0100168-42.2019.5.01.0082.pdf,0100330-94.2019.5.01.0063.pdf,0100255-47.2019.5.01.0001.pdf,0100251-10.2019.5.01.0001.pdf,0100308-28.2019.5.01.0001.pdf,0100335-61.2019.5.01.0049.pdf,0010059-32.2013.5.01.0004.pdf,0100367-66.2019.5.01.0049.pdf,0100242-26.2019.5.01.0073.pdf,0100189-56.2019.5.01.0522.pdf,0100253-77.2019.5.01.0001.pdf,0100343-44.2017.5.01.0005.pdf,0100313-94.2019.5.01.0051.pdf,0102669-34.2017.5.01.0471.pdf,0100530-79.2019.5.01.0038.pdf,0102668-49.2017.5.01.0471.pdf,0103193-31.2017.5.01.0471.pdf,0100324-54.2019.5.01.0074.pdf,0103104-08.2017.5.01.0471.pdf,0010529-60.2013.5.01.0005.pdf,0101546-41.2017.5.01.0005.pdf
0100146-38.2019.5.01.0064.pdf,0.625,0.625,0.5,0.625,0.25,1,0.875,0.625,0.5,0.875,0.5,0.625,0.875,0.625,1,0.875,0.75,1,0.75,0.375,0.625,0.375,0.875,1,0.875,0.5,0.875,1,0.625,0.625,0.875,1,0.625,0.875,1,1,0.75,0.875,0.75,0.875,1,1,0.75,0.875,0.75,0.625,0.875,0.875,0.75,1,0.375,0.625,1,1,0.75,1,0.625,0.75,0.625,0.875,0.875,1,1,1,1,1,0.5,0.5,1,1,1,1,0.75,1,0.5,0.875,1,0.625,1,0.75,0.375,0.5,0.75,1,0.75,0.75,0.75
0100135-79.2019.5.01.0073.pdf,0.727272727,0.545454545,0.363636364,0.727272727,0.272727273,0.909090909,0.818181818,0.727272727,0.636363636,0.727272727,0.636363636,0.454545455,1,0.727272727,0.909090909,0.909090909,0.454545455,0.909090909,0.454545455,0.363636364,0.454545455,0.454545455,0.909090909,0.909090909,0.818181818,0.636363636,1,0.909090909,0.454545455,0.363636364,0.727272727,0.909090909,0.727272727,0.818181818,0.909090909,0.909090909,0.545454545,0.818181818,0.818181818,0.818181818,0.909090909,0.909090909,0.727272727,0.909090909,0.636363636,0.454545455,0.909090909,0.818181818,0.545454545,1,0.272727273,0.454545455,1,1,0.545454545,0.909090909,0.636363636,0.727272727,0.454545455,0.909090909,0.818181818,0.909090909,0.818181818,0.909090909,0.909090909,0.818181818,0.636363636,0.636363636,0.818181818,0.818181818,0.909090909,0.909090909,0.545454545,0.909090909,0.545454545,0.909090909,0.818181818,0.454545455,0.818181818,0.545454545,0.272727273,0.363636364,0.545454545,0.909090909,0.545454545,0.545454545,0.545454545
0100178-02.2019.5.01.0013 (2).pdf,0.4,0.533333333,0.533333333,0.466666667,0.266666667,0.666666667,0.666666667,0.466666667,0.4,0.666666667,0.4,0.4,0.733333333,0.466666667,0.733333333,0.8,0.6,0.8,0.6,0.4,0.533333333,0.333333333,0.666666667,0.8,0.6,0.4,0.733333333,0.866666667,0.6,0.533333333,0.6,0.733333333,0.533333333,0.666666667,0.666666667,0.733333333,0.6,0.533333333,0.533333333,0.8,0.666666667,0.733333333,0.6,0.733333333,0.666666667,0.533333333,0.733333333,0.6,0.666666667,0.8,0.466666667,0.6,0.733333333,0.866666667,0.666666667,0.733333333,0.4,0.4,0.466666667,0.6,0.533333333,0.866666667,0.6,0.733333333,0.733333333,0.8,0.4,0.4,0.666666667,0.533333333,0.666666667,0.733333333,0.533333333,0.666666667,0.333333333,0.733333333,0.6,0.466666667,0.733333333,0.6,0.4,0.533333333,0.6,0.8,0.666666667,0.733333333,0.733333333
0100448-44.2019.5.01.0007.pdf,0.636363636,0.636363636,0.545454545,0.727272727,0.272727273,0.909090909,0.727272727,0.545454545,0.727272727,0.909090909,0.636363636,0.545454545,1,0.727272727,0.818181818,1,0.727272727,0.909090909,0.727272727,0.454545455,0.636363636,0.727272727,0.909090909,1,0.818181818,0.636363636,0.909090909,1,0.727272727,0.636363636,0.909090909,1,0.727272727,0.909090909,0.818181818,0.909090909,0.545454545,0.818181818,0.818181818,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.727272727,0.727272727,0.909090909,0.909090909,0.727272727,0.818181818,0.545454545,0.636363636,0.909090909,1,0.727272727,0.818181818,0.727272727,0.454545455,0.545454545,0.818181818,0.818181818,1,0.818181818,1,0.818181818,1,0.545454545,0.454545455,0.909090909,0.818181818,0.818181818,0.909090909,0.545454545,0.818181818,0.545454545,0.909090909,0.818181818,0.545454545,0.909090909,0.636363636,0.636363636,0.545454545,0.636363636,0.909090909,0.636363636,0.727272727,0.727272727
0100277-77.2019.5.01.0075.pdf,0.666666667,0.666666667,0.583333333,0.5,0.416666667,0.916666667,0.75,0.75,0.666666667,0.75,0.666666667,0.416666667,1,0.75,0.833333333,0.916666667,0.583333333,0.916666667,0.5,0.5,0.416666667,0.5,0.833333333,0.916666667,0.75,0.666666667,0.916666667,0.916666667,0.5,0.583333333,0.583333333,0.916666667,0.833333333,0.75,0.833333333,0.833333333,0.5,0.75,0.666666667,0.666666667,0.916666667,0.916666667,0.75,0.833333333,0.833333333,0.5,0.916666667,0.75,0.583333333,0.916666667,0.5,0.5,0.916666667,1,0.583333333,0.75,0.75,0.333333333,0.416666667,0.833333333,0.666666667,0.916666667,0.666666667,0.916666667,0.75,0.833333333,0.583333333,0.5,0.833333333,0.75,0.833333333,0.916666667,0.5,0.833333333,0.583333333,0.833333333,0.666666667,0.416666667,0.833333333,0.583333333,0.666666667,0.583333333,0.583333333,0.916666667,0.583333333,0.583333333,0.666666667
0100017-10.2019.5.01.0007.pdf,0.615384615,0.538461538,0.461538462,0.692307692,0.230769231,0.769230769,0.692307692,0.538461538,0.538461538,0.769230769,0.538461538,0.538461538,0.769230769,0.615384615,1,0.692307692,0.461538462,0.923076923,0.538461538,0.384615385,0.538461538,0.384615385,0.769230769,0.846153846,0.769230769,0.615384615,0.769230769,1,0.538461538,0.384615385,0.692307692,0.769230769,0.692307692,0.769230769,0.846153846,0.846153846,0.615384615,0.769230769,0.692307692,0.846153846,0.769230769,0.923076923,0.692307692,0.923076923,0.615384615,0.538461538,0.846153846,0.692307692,0.615384615,0.923076923,0.384615385,0.538461538,0.769230769,0.846153846,0.615384615,0.923076923,0.538461538,0.769230769,0.538461538,0.769230769,0.692307692,0.846153846,0.769230769,0.769230769,0.846153846,0.846153846,0.538461538,0.615384615,0.692307692,0.692307692,0.769230769,0.846153846,0.615384615,0.846153846,0.461538462,0.846153846,0.769230769,0.538461538,0.846153846,0.615384615,0.307692308,0.461538462,0.615384615,0.923076923,0.615384615,0.615384615,0.615384615
0100017-53.2019.5.01.0025.pdf,0.578947368,0.473684211,0.526315789,0.421052632,0.263157895,0.631578947,0.526315789,0.526315789,0.526315789,0.631578947,0.526315789,0.473684211,0.684210526,0.578947368,0.894736842,0.578947368,0.421052632,0.736842105,0.473684211,0.526315789,0.473684211,0.421052632,0.578947368,0.684210526,0.631578947,0.631578947,0.631578947,0.842105263,0.473684211,0.421052632,0.526315789,0.631578947,0.631578947,0.578947368,0.684210526,0.684210526,0.526315789,0.736842105,0.578947368,0.578947368,0.578947368,0.736842105,0.578947368,0.789473684,0.526315789,0.473684211,0.684210526,0.578947368,0.526315789,0.789473684,0.473684211,0.473684211,0.684210526,0.789473684,0.526315789,0.736842105,0.526315789,0.526315789,0.421052632,0.631578947,0.578947368,0.631578947,0.578947368,0.631578947,0.631578947,0.684210526,0.473684211,0.526315789,0.578947368,0.578947368,0.684210526,0.684210526,0.526315789,0.736842105,0.421052632,0.736842105,0.631578947,0.473684211,0.631578947,0.526315789,0.368421053,0.526315789,0.526315789,0.736842105,0.526315789,0.473684211,0.526315789
0100307-66.2019.5.01.0058.pdf,0.35483871,0.419354839,0.419354839,0.322580645,0.258064516,0.806451613,0.741935484,0.35483871,0.483870968,0.741935484,0.387096774,0.322580645,0.548387097,0.451612903,0.838709677,0.806451613,0.838709677,0.870967742,0.419354839,0.322580645,0.483870968,0.387096774,0.870967742,0.935483871,0.838709677,0.35483871,0.870967742,0.806451613,0.516129032,0.838709677,0.838709677,0.903225806,0.451612903,0.870967742,0.774193548,0.903225806,0.483870968,0.741935484,0.741935484,0.838709677,0.806451613,0.774193548,0.709677419,0.806451613,0.774193548,0.387096774,0.806451613,0.741935484,0.483870968,0.870967742,0.322580645,0.387096774,0.903225806,0.903225806,0.451612903,0.838709677,0.419354839,0.161290323,0.451612903,0.774193548,0.774193548,0.903225806,0.774193548,0.903225806,0.838709677,0.903225806,0.258064516,0.258064516,0.774193548,0.709677419,0.774193548,0.806451613,0.35483871,0.806451613,0.322580645,0.516129032,0.774193548,0.387096774,0.806451613,0.35483871,0.35483871,0.387096774,0.451612903,0.838709677,0.387096774,0.419354839,0.548387097
0100226-81.2019.5.01.0070.pdf,0.357142857,0.821428571,0.571428571,0.607142857,0.142857143,0.75,0.571428571,0.285714286,0.321428571,0.928571429,0.321428571,0.785714286,0.714285714,0.392857143,0.928571429,0.714285714,0.714285714,0.928571429,0.821428571,0.5,0.785714286,0.285714286,0.678571429,0.821428571,0.75,0.464285714,0.678571429,1,0.821428571,0.428571429,0.714285714,0.75,0.535714286,0.75,0.785714286,0.821428571,0.821428571,0.714285714,0.607142857,0.785714286,0.714285714,0.928571429,0.821428571,0.821428571,0.785714286,0.821428571,0.821428571,0.714285714,0.857142857,0.892857143,0.535714286,0.821428571,0.678571429,0.75,0.857142857,0.857142857,0.392857143,0.571428571,0.785714286,0.714285714,0.607142857,0.857142857,0.785714286,0.75,0.75,0.964285714,0.25,0.321428571,0.714285714,0.678571429,0.785714286,0.857142857,0.821428571,0.785714286,0.25,0.892857143,0.75,0.785714286,0.928571429,0.857142857,0.464285714,0.571428571,0.857142857,0.928571429,0.857142857,0.857142857,0.892857143
0100343-62.2019.5.01.0041.pdf,0.470588235,0.470588235,0.352941176,0.470588235,0.235294118,0.764705882,0.588235294,0.411764706,0.529411765,0.647058824,0.470588235,0.352941176,0.647058824,0.647058824,0.705882353,0.647058824,0.529411765,0.705882353,0.352941176,0.294117647,0.411764706,0.352941176,0.705882353,0.705882353,0.647058824,0.470588235,0.705882353,0.705882353,0.411764706,0.470588235,0.529411765,0.764705882,0.647058824,0.647058824,0.705882353,0.764705882,0.470588235,0.647058824,0.588235294,0.588235294,0.705882353,0.705882353,0.647058824,0.705882353,0.647058824,0.352941176,0.705882353,0.588235294,0.470588235,0.705882353,0.294117647,0.352941176,0.705882353,0.705882353,0.411764706,0.647058824,0.529411765,0.294117647,0.411764706,0.764705882,0.588235294,0.764705882,0.647058824,0.764705882,0.647058824,0.705882353,0.294117647,0.294117647,0.647058824,0.647058824,0.647058824,0.764705882,0.411764706,0.823529412,0.352941176,0.588235294,0.588235294,0.411764706,0.647058824,0.411764706,0.411764706,0.352941176,0.470588235,0.705882353,0.411764706,0.411764706,0.529411765
0100347-78.2019.5.01.0048.pdf,0.428571429,0.357142857,0.357142857,0.5,0.071428571,0.642857143,0.571428571,0.428571429,0.428571429,0.714285714,0.357142857,0.357142857,0.642857143,0.428571429,0.785714286,0.642857143,0.357142857,0.642857143,0.428571429,0.214285714,0.357142857,0.357142857,0.571428571,0.642857143,0.571428571,0.5,0.571428571,0.857142857,0.428571429,0.285714286,0.5,0.642857143,0.5,0.571428571,0.571428571,0.571428571,0.357142857,0.785714286,0.5,0.642857143,0.642857143,0.642857143,0.642857143,0.785714286,0.428571429,0.5,0.642857143,0.642857143,0.357142857,0.571428571,0.357142857,0.428571429,0.571428571,0.857142857,0.428571429,0.5,0.5,0.642857143,0.285714286,0.571428571,0.5,0.642857143,0.5,0.642857143,0.571428571,0.642857143,0.428571429,0.357142857,0.642857143,0.571428571,0.571428571,0.642857143,0.285714286,0.571428571,0.428571429,0.571428571,0.5,0.357142857,0.642857143,0.428571429,0.357142857,0.357142857,0.428571429,0.642857143,0.428571429,0.357142857,0.5
0100398-65.2019.5.01.0056.pdf,0.714285714,0.857142857,1,0.571428571,0.285714286,0.857142857,0.571428571,0.428571429,0.714285714,1,0.571428571,0.857142857,0.857142857,0.714285714,0.857142857,0.857142857,0.857142857,1,1,0.857142857,0.857142857,0.571428571,0.714285714,1,0.857142857,0.714285714,0.714285714,1,1,0.714285714,0.714285714,0.857142857,0.714285714,0.714285714,0.714285714,0.714285714,0.857142857,0.714285714,0.714285714,0.857142857,0.857142857,1,0.857142857,0.714285714,0.857142857,1,0.857142857,0.857142857,1,0.857142857,1,1,0.714285714,0.857142857,1,0.857142857,0.714285714,0.285714286,0.857142857,0.714285714,0.714285714,0.857142857,0.714285714,0.857142857,0.857142857,1,0.571428571,0.428571429,0.857142857,0.714285714,0.714285714,0.857142857,0.857142857,0.714285714,0.428571429,0.857142857,0.714285714,0.857142857,1,1,0.857142857,1,1,1,1,1,1
0100377-24.2019.5.01.0013.pdf,0.4,0.8,0.6,0.6,0.3,0.8,0.7,0.5,0.5,0.9,0.4,0.6,0.8,0.5,0.8,0.8,0.7,0.9,0.7,0.5,0.6,0.4,0.7,0.8,0.7,0.6,0.7,0.9,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.6,0.7,0.6,0.7,0.8,0.9,0.9,0.8,0.9,0.8,0.9,0.7,0.7,0.8,0.6,0.7,0.7,0.8,0.7,0.7,0.6,0.4,0.6,0.7,0.6,0.9,0.7,0.8,0.6,0.9,0.4,0.4,0.8,0.7,0.8,0.9,0.6,0.8,0.5,0.8,0.7,0.6,0.9,0.7,0.8,0.6,0.7,0.9,0.7,0.7,0.8
0100232-83.2019.5.01.0007.pdf,0.818181818,0.545454545,0.545454545,0.636363636,0.181818182,0.909090909,0.727272727,0.818181818,0.727272727,0.909090909,0.727272727,0.454545455,0.909090909,0.818181818,1,0.909090909,0.545454545,1,0.454545455,0.454545455,0.454545455,0.636363636,0.909090909,1,0.909090909,0.818181818,0.909090909,1,0.454545455,0.454545455,0.727272727,0.909090909,0.909090909,0.818181818,0.909090909,0.909090909,0.545454545,0.909090909,0.727272727,0.818181818,0.909090909,1,0.818181818,0.909090909,0.545454545,0.454545455,0.909090909,0.909090909,0.545454545,1,0.454545455,0.454545455,0.909090909,0.909090909,0.545454545,0.909090909,0.909090909,0.636363636,0.454545455,0.909090909,0.727272727,0.909090909,0.818181818,0.909090909,0.909090909,1,0.636363636,0.636363636,0.909090909,0.909090909,0.909090909,0.909090909,0.545454545,0.909090909,0.727272727,1,0.818181818,0.454545455,1,0.545454545,0.454545455,0.545454545,0.545454545,1,0.545454545,0.545454545,0.636363636
0100034-53.2019.5.01.0522.pdf,0.428571429,0.514285714,0.571428571,0.371428571,0.142857143,0.685714286,0.428571429,0.2,0.628571429,0.742857143,0.4,0.571428571,0.771428571,0.6,0.685714286,0.628571429,0.685714286,0.885714286,0.628571429,0.542857143,0.657142857,0.4,0.628571429,0.771428571,0.742857143,0.571428571,0.6,0.685714286,0.685714286,0.485714286,0.542857143,0.742857143,0.485714286,0.6,0.628571429,0.714285714,0.628571429,0.628571429,0.6,0.685714286,0.6,0.714285714,0.657142857,0.628571429,0.657142857,0.628571429,0.685714286,0.714285714,0.657142857,0.742857143,0.571428571,0.6,0.857142857,0.628571429,0.628571429,0.657142857,0.428571429,0.114285714,0.514285714,0.685714286,0.6,0.685714286,0.542857143,0.885714286,0.628571429,0.8,0.228571429,0.2,0.628571429,0.6,0.628571429,0.685714286,0.542857143,0.657142857,0.2,0.628571429,0.571428571,0.628571429,0.6,0.6,0.428571429,0.571428571,0.657142857,0.885714286,0.6,0.514285714,0.714285714
0100435-27.2019.5.01.0013.pdf,0.692307692,0.769230769,0.538461538,0.615384615,0.384615385,0.923076923,0.692307692,0.615384615,0.692307692,0.769230769,0.692307692,0.538461538,0.923076923,0.769230769,0.923076923,0.923076923,0.769230769,1,0.538461538,0.538461538,0.538461538,0.538461538,1,1,0.923076923,0.769230769,1,1,0.538461538,0.692307692,0.769230769,1,0.846153846,0.923076923,0.923076923,1,0.615384615,0.923076923,0.769230769,0.769230769,0.923076923,0.923076923,0.769230769,1,0.923076923,0.538461538,1,0.846153846,0.615384615,1,0.461538462,0.538461538,1,1,0.615384615,0.846153846,0.769230769,0.384615385,0.538461538,0.923076923,0.769230769,1,0.769230769,1,0.846153846,0.923076923,0.461538462,0.461538462,0.846153846,0.846153846,0.846153846,0.923076923,0.615384615,0.923076923,0.538461538,0.846153846,0.769230769,0.538461538,0.846153846,0.615384615,0.615384615,0.538461538,0.615384615,0.923076923,0.615384615,0.615384615,0.692307692
0100372-27.2019.5.01.0522.pdf,0.40625,0.46875,0.53125,0.375,0.125,0.65625,0.40625,0.25,0.5625,0.65625,0.375,0.46875,0.75,0.59375,0.625,0.625,0.53125,0.84375,0.5,0.46875,0.53125,0.3125,0.59375,0.65625,0.625,0.53125,0.59375,0.625,0.5625,0.46875,0.5,0.6875,0.5,0.5625,0.625,0.6875,0.5625,0.59375,0.53125,0.625,0.59375,0.65625,0.625,0.625,0.65625,0.5,0.6875,0.65625,0.5625,0.71875,0.46875,0.53125,0.84375,0.625,0.5625,0.59375,0.40625,0.1875,0.4375,0.65625,0.53125,0.6875,0.5625,0.84375,0.5625,0.71875,0.21875,0.21875,0.59375,0.5625,0.65625,0.6875,0.46875,0.6875,0.1875,0.5625,0.5625,0.5,0.5625,0.53125,0.40625,0.53125,0.59375,0.84375,0.5625,0.4375,0.625
0100223-80.2019.5.01.0053.pdf,0.421052632,0.631578947,0.631578947,0.421052632,0.210526316,0.684210526,0.578947368,0.315789474,0.526315789,0.842105263,0.368421053,0.684210526,0.684210526,0.526315789,0.842105263,0.631578947,0.684210526,0.894736842,0.736842105,0.578947368,0.736842105,0.368421053,0.578947368,0.789473684,0.736842105,0.526315789,0.578947368,0.789473684,0.789473684,0.473684211,0.631578947,0.684210526,0.473684211,0.631578947,0.684210526,0.684210526,0.736842105,0.684210526,0.631578947,0.684210526,0.631578947,0.842105263,0.736842105,0.684210526,0.684210526,0.736842105,0.736842105,0.684210526,0.789473684,0.789473684,0.631578947,0.736842105,0.684210526,0.684210526,0.736842105,0.789473684,0.421052632,0.368421053,0.684210526,0.631578947,0.631578947,0.684210526,0.631578947,0.736842105,0.684210526,0.842105263,0.368421053,0.368421053,0.684210526,0.631578947,0.684210526,0.736842105,0.684210526,0.684210526,0.315789474,0.736842105,0.684210526,0.736842105,0.789473684,0.736842105,0.473684211,0.631578947,0.789473684,0.894736842,0.736842105,0.684210526,0.789473684
0100413-91.2019.5.01.0522.pdf,0.321428571,0.428571429,0.464285714,0.357142857,0.107142857,0.678571429,0.392857143,0.178571429,0.571428571,0.714285714,0.321428571,0.5,0.75,0.607142857,0.571428571,0.607142857,0.571428571,0.785714286,0.535714286,0.392857143,0.535714286,0.357142857,0.535714286,0.607142857,0.607142857,0.428571429,0.5,0.642857143,0.571428571,0.464285714,0.464285714,0.714285714,0.5,0.535714286,0.571428571,0.642857143,0.5,0.571428571,0.535714286,0.607142857,0.571428571,0.607142857,0.678571429,0.571428571,0.607142857,0.535714286,0.607142857,0.607142857,0.535714286,0.607142857,0.464285714,0.5,0.821428571,0.571428571,0.571428571,0.535714286,0.392857143,0.107142857,0.392857143,0.678571429,0.5,0.678571429,0.571428571,0.892857143,0.5,0.75,0.142857143,0.107142857,0.607142857,0.571428571,0.571428571,0.678571429,0.428571429,0.607142857,0.178571429,0.535714286,0.535714286,0.5,0.535714286,0.535714286,0.428571429,0.5,0.571428571,0.821428571,0.535714286,0.428571429,0.642857143
0100364-34.2019.5.01.0010.pdf,0.578947368,0.526315789,0.368421053,0.578947368,0.315789474,0.842105263,0.842105263,0.631578947,0.578947368,0.736842105,0.578947368,0.421052632,0.947368421,0.631578947,0.789473684,0.894736842,0.526315789,0.842105263,0.578947368,0.315789474,0.473684211,0.526315789,0.842105263,0.894736842,0.736842105,0.526315789,0.894736842,0.894736842,0.578947368,0.421052632,0.736842105,0.894736842,0.631578947,0.789473684,0.789473684,0.842105263,0.526315789,0.736842105,0.736842105,0.789473684,0.842105263,0.842105263,0.736842105,0.842105263,0.631578947,0.578947368,0.842105263,0.789473684,0.578947368,0.842105263,0.368421053,0.526315789,0.894736842,0.947368421,0.578947368,0.789473684,0.578947368,0.526315789,0.421052632,0.789473684,0.736842105,0.947368421,0.736842105,0.894736842,0.789473684,0.894736842,0.578947368,0.526315789,0.789473684,0.736842105,0.789473684,0.842105263,0.526315789,0.789473684,0.526315789,0.842105263,0.736842105,0.421052632,0.789473684,0.526315789,0.368421053,0.368421053,0.526315789,0.842105263,0.526315789,0.631578947,0.631578947
0100025-91.2019.5.01.0522.pdf,0.424242424,0.515151515,0.575757576,0.363636364,0.151515152,0.696969697,0.454545455,0.212121212,0.636363636,0.757575758,0.393939394,0.575757576,0.757575758,0.606060606,0.696969697,0.606060606,0.666666667,0.909090909,0.606060606,0.545454545,0.636363636,0.363636364,0.606060606,0.757575758,0.757575758,0.575757576,0.575757576,0.666666667,0.666666667,0.454545455,0.515151515,0.727272727,0.484848485,0.575757576,0.636363636,0.696969697,0.636363636,0.636363636,0.606060606,0.666666667,0.606060606,0.727272727,0.666666667,0.606060606,0.666666667,0.606060606,0.696969697,0.696969697,0.636363636,0.757575758,0.575757576,0.606060606,0.848484848,0.606060606,0.606060606,0.666666667,0.424242424,0.121212121,0.515151515,0.696969697,0.606060606,0.666666667,0.545454545,0.878787879,0.636363636,0.787878788,0.242424242,0.212121212,0.636363636,0.606060606,0.636363636,0.696969697,0.545454545,0.666666667,0.212121212,0.606060606,0.575757576,0.636363636,0.606060606,0.606060606,0.424242424,0.575757576,0.666666667,0.909090909,0.606060606,0.484848485,0.696969697
0100231-84.2019.5.01.0044.pdf,0.538461538,0.461538462,0.461538462,0.461538462,0.307692308,0.923076923,0.692307692,0.538461538,0.538461538,0.769230769,0.538461538,0.307692308,0.846153846,0.692307692,0.769230769,0.846153846,0.538461538,0.846153846,0.461538462,0.307692308,0.384615385,0.461538462,0.769230769,0.846153846,0.692307692,0.538461538,0.769230769,1,0.461538462,0.615384615,0.538461538,1,0.846153846,0.769230769,0.769230769,0.846153846,0.384615385,0.692307692,0.615384615,0.769230769,0.846153846,0.846153846,0.769230769,0.846153846,0.769230769,0.461538462,0.846153846,0.692307692,0.538461538,0.769230769,0.384615385,0.384615385,0.846153846,0.923076923,0.538461538,0.692307692,0.615384615,0.307692308,0.307692308,0.846153846,0.538461538,1,0.692307692,1,0.615384615,0.923076923,0.461538462,0.384615385,0.769230769,0.692307692,0.615384615,0.923076923,0.384615385,0.769230769,0.461538462,0.692307692,0.615384615,0.307692308,0.769230769,0.461538462,0.538461538,0.461538462,0.461538462,0.846153846,0.461538462,0.538461538,0.615384615
0100294-25.2019.5.01.0072.pdf,0.588235294,0.705882353,0.647058824,0.647058824,0.294117647,0.941176471,0.705882353,0.470588235,0.588235294,0.882352941,0.588235294,0.647058824,0.941176471,0.647058824,0.941176471,0.823529412,0.705882353,1,0.705882353,0.529411765,0.647058824,0.470588235,0.823529412,0.941176471,0.823529412,0.705882353,0.823529412,0.941176471,0.705882353,0.588235294,0.705882353,0.941176471,0.764705882,0.823529412,0.941176471,0.941176471,0.705882353,0.823529412,0.764705882,0.823529412,0.882352941,1,0.882352941,0.882352941,0.941176471,0.705882353,1,0.823529412,0.764705882,0.941176471,0.588235294,0.705882353,0.882352941,0.882352941,0.764705882,0.882352941,0.647058824,0.411764706,0.588235294,0.882352941,0.764705882,0.941176471,0.764705882,0.941176471,0.764705882,0.941176471,0.411764706,0.411764706,0.882352941,0.823529412,0.882352941,1,0.705882353,0.941176471,0.411764706,0.882352941,0.823529412,0.647058824,0.882352941,0.764705882,0.647058824,0.647058824,0.764705882,1,0.764705882,0.705882353,0.823529412
0100130-70.2019.5.01.0004.pdf,0.75,0.583333333,0.666666667,0.666666667,0.25,0.75,0.583333333,0.583333333,0.666666667,0.833333333,0.666666667,0.583333333,0.75,0.75,1,0.666666667,0.5,1,0.583333333,0.583333333,0.583333333,0.5,0.75,0.916666667,0.833333333,0.75,0.75,1,0.583333333,0.5,0.666666667,0.75,0.833333333,0.75,0.833333333,0.833333333,0.666666667,0.666666667,0.666666667,0.916666667,0.75,1,0.666666667,0.833333333,0.583333333,0.583333333,0.833333333,0.666666667,0.666666667,1,0.583333333,0.583333333,0.75,0.75,0.666666667,1,0.666666667,0.583333333,0.583333333,0.75,0.666666667,0.833333333,0.75,0.75,0.916666667,0.916666667,0.583333333,0.666666667,0.666666667,0.666666667,0.75,0.833333333,0.666666667,0.833333333,0.5,0.916666667,0.75,0.583333333,0.916666667,0.666666667,0.416666667,0.666666667,0.666666667,1,0.666666667,0.666666667,0.666666667
